KEGG	line_number	Cluster	dendro_order	pathway
K02994	1033	2	1951	K02994: small subunit ribosomal protein S8
K02886	980	2	1952	K02886: large subunit ribosomal protein L2
K02988	1030	2	1953	K02988: small subunit ribosomal protein S5
K02967	1021	2	1954	K02967: small subunit ribosomal protein S2
K02952	1014	2	1955	K02952: small subunit ribosomal protein S13
K02950	1013	2	1956	K02950: small subunit ribosomal protein S12
K02860	969	2	1957	K02860: 16S rRNA processing protein RimM
K01735	539	2	1958	K01735: 3-dehydroquinate synthase [EC:4.2.3.4]
K01937	639	2	1959	K01937: CTP synthase [EC:6.3.4.2]
K01939	641	2	1960	K01939: adenylosuccinate synthase [EC:6.3.4.4]
K00609	184	2	1961	K00609: aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
K01520	457	2	1962	K01520: dUTP pyrophosphatase [EC:3.6.1.23]
K00053	22	2	1963	K00053: ketol-acid reductoisomerase [EC:1.1.1.86]
K02954	1015	2	1964	K02954: small subunit ribosomal protein S14
K03040	1035	2	1965	K03040: DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
K02358	808	2	1966	K02358: elongation factor EF-Tu
K02078	736	2	1967	K02078: acyl carrier protein
K02356	806	2	1968	K02356: elongation factor EF-P
K02959	1017	2	1969	K02959: small subunit ribosomal protein S16
K02871	973	2	1970	K02871: large subunit ribosomal protein L13
K00790	240	2	1971	K00790: UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
K02435	841	2	1972	K02435: aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
K03685	1284	2	1973	K03685: ribonuclease III [EC:3.1.26.3]
K04077	1391	2	1974	K04077: chaperonin GroEL
K09747	1929	2	1975	K09747: hypothetical protein
K04078	1392	2	1976	K04078: chaperonin GroES
K02911	995	2	1977	K02911: large subunit ribosomal protein L32
K02899	988	2	1978	K02899: large subunit ribosomal protein L27
K02892	984	2	1979	K02892: large subunit ribosomal protein L23
K02884	979	2	1980	K02884: large subunit ribosomal protein L19
K02895	985	2	1981	K02895: large subunit ribosomal protein L24
K02933	1007	2	1982	K02933: large subunit ribosomal protein L6
K02890	983	2	1983	K02890: large subunit ribosomal protein L22
K02902	989	2	1984	K02902: large subunit ribosomal protein L28
K02887	981	2	1985	K02887: large subunit ribosomal protein L20
K02878	976	2	1986	K02878: large subunit ribosomal protein L16
K00134	53	2	1987	K00134: glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
K02909	993	2	1988	K02909: large subunit ribosomal protein L31
K02992	1032	2	1989	K02992: small subunit ribosomal protein S7
K02913	997	2	1990	K02913: large subunit ribosomal protein L33
K02518	872	2	1991	K02518: translation initiation factor IF-1
K02982	1027	2	1992	K02982: small subunit ribosomal protein S3
K02916	999	2	1993	K02916: large subunit ribosomal protein L35
K00761	226	2	1994	K00761: uracil phosphoribosyltransferase [EC:2.4.2.9]
K02986	1029	2	1995	K02986: small subunit ribosomal protein S4
K01803	570	2	1996	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]
K03979	1373	2	1997	K03979: GTP-binding protein
K00566	168	2	1998	K00566: tRNA-specific 2-thiouridylase [EC:2.8.1.-]
K03664	1274	2	1999	K03664: SsrA-binding protein
K02434	840	2	2000	K02434: aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
K01890	614	2	2001	K01890: phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
K01875	603	2	2002	K01875: seryl-tRNA synthetase [EC:6.1.1.11]
K06187	1553	2	2003	K06187: recombination protein RecR
K00554	164	2	2004	K00554: tRNA (guanine-N1-)-methyltransferase
K03438	1153	2	2005	K03438: S-adenosyl-methyltransferase
K02935	1008	2	2006	K02935: large subunit ribosomal protein L7/L12
K02864	971	2	2007	K02864: large subunit ribosomal protein L10
K02926	1003	2	2008	K02926: large subunit ribosomal protein L4
K02357	807	2	2009	K02357: elongation factor EF-Ts
K03596	1233	2	2010	K03596: GTP-binding protein LepA
K03046	1037	2	2011	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
K02888	982	2	2012	K02888: large subunit ribosomal protein L21
K02990	1031	2	2013	K02990: small subunit ribosomal protein S6
K03625	1250	2	2014	K03625: N utilization substance protein B
K02939	1009	2	2015	K02939: large subunit ribosomal protein L9
K01892	615	2	2016	K01892: histidyl-tRNA synthetase [EC:6.1.1.21]
K06941	1618	2	2017	K06941: ribosomal RNA large subunit methyltransferase N
K02919	1000	2	2018	K02919: large subunit ribosomal protein L36
K02536	881	2	2019	K02536: UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
K02687	923	2	2020	K02687: ribosomal protein L11 methyltransferase
K04771	1440	2	2021	K04771: serine protease Do [EC:3.4.21.107]
K05366	1456	2	2022	K05366: penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]
K09791	1950	2	2023	K09791: hypothetical protein
K00806	252	2	2024	K00806: undecaprenyl diphosphate synthase [EC:2.5.1.31]
K07560	1795	2	2025	K07560: D-tyrosyl-tRNA(Tyr) deacylase
K03595	1232	2	2026	K03595: GTP-binding protein Era
K01776	559	2	2027	K01776: glutamate racemase [EC:5.1.1.3]
K04075	1390	2	2028	K04075: cell cycle protein MesJ
K00981	330	2	2029	K00981: phosphatidate cytidylyltransferase [EC:2.7.7.41]
K00974	325	2	2030	K00974: tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
K03621	1248	2	2031	K03621: glycerol-3-phosphate acyltransferase PlsX [EC:2.3.1.15]
K07568	1797	2	2032	K07568: S-adenosylmethionine:tRNA ribosyltransferase-isomerase
K08591	1866	2	2033	K08591: glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]
K09815	1963	2	2034	K09815: zinc transport system substrate-binding protein
K03722	1306	2	2035	K03722: ATP-dependent DNA helicase DinG
K00784	237	2	2036	K00784: ribonuclease Z [EC:3.1.26.11]
K03630	1253	2	2037	K03630: DNA repair protein RadC
K07462	1777	2	2038	K07462: single-stranded-DNA-specific exonuclease [EC:3.1.-.-]
K01710	530	2	2039	K01710: dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
K01940	642	2	2040	K01940: argininosuccinate synthase [EC:6.3.4.5]
K03545	1191	2	2041	K03545: trigger factor
K02112	744	2	2042	K02112: F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]
K03572	1214	2	2043	K03572: DNA mismatch repair protein MutL
K03555	1200	2	2044	K03555: DNA mismatch repair protein MutS
K12267	2106	2	2045	K12267: peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11
K02970	1023	2	2046	K02970: small subunit ribosomal protein S21
K03742	1315	2	2047	K03742: nicotinamide-nucleotide amidase [EC:3.5.1.42]
K02227	774	2	2048	K02227: adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
K00768	233	2	2049	K00768: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]
K03118	1063	2	2050	K03118: sec-independent protein translocase protein TatC
K02232	777	2	2051	K02232: adenosylcobyric acid synthase [EC:6.3.5.10]
K00945	307	2	2052	K00945: cytidylate kinase [EC:2.7.4.14]
K02007	676	2	2053	K02007: cobalt/nickel transport system permease protein
K02238	780	2	2054	K02238: competence protein ComEC
K06915	1607	2	2055	K06915: NO_NAME
K09117	1898	2	2056	K09117: hypothetical protein
K03800	1347	2	2057	K03800: lipoate---protein ligase [EC:6.3.1.20]
K02040	705	2	2058	K02040: phosphate transport system substrate-binding protein
K02437	842	2	2059	K02437: glycine cleavage system H protein
K19221	2347	2	2060	K19221: cob(I)alamin adenosyltransferase [EC:2.5.1.17]
K06042	1532	2	2061	K06042: precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]
K03590	1228	2	2062	K03590: cell division protein FtsA
K07107	1694	2	2063	K07107: NO_NAME
K02188	761	2	2064	K02188: cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]
K00548	162	2	2065	K00548: 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K03218	1086	2	2066	K03218: RNA methyltransferase, TrmH family
K06997	1640	2	2067	K06997: NO_NAME
K07391	1758	2	2068	K07391: magnesium chelatase family protein
K13038	2130	2	2069	K13038: phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]
K00286	96	2	2070	K00286: pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00111	45	2	2071	K00111: glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
K02340	799	2	2072	K02340: DNA polymerase III subunit delta [EC:2.7.7.7]
K06287	1574	2	2073	K06287: septum formation protein
K03733	1310	2	2074	K03733: integrase/recombinase XerC
K01069	354	2	2075	K01069: hydroxyacylglutathione hydrolase [EC:3.1.2.6]
K01255	400	2	2076	K01255: leucyl aminopeptidase [EC:3.4.11.1]
K00800	249	2	2077	K00800: 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
K03524	1182	2	2078	K03524: BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
K01775	558	2	2079	K01775: alanine racemase [EC:5.1.1.1]
K00796	245	2	2080	K00796: dihydropteroate synthase [EC:2.5.1.15]
K03117	1062	2	2081	K03117: sec-independent protein translocase protein TatB
K09761	1932	2	2082	K09761: ribosomal RNA small subunit methyltransferase E
K02072	731	2	2083	K02072: D-methionine transport system permease protein
K03529	1186	2	2084	K03529: chromosome segregation protein
K22468	2453	2	2085	K22468: NO_NAME
K05838	1506	2	2086	K05838: putative thioredoxin
K03437	1152	2	2087	K03437: RNA methyltransferase, TrmH family
K00864	274	2	2088	K00864: glycerol kinase [EC:2.7.1.30]
K08483	1865	2	2089	K08483: phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]
K06442	1577	2	2090	K06442: putative hemolysin
K00336	111	2	2091	K00336: NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]
K07101	1690	2	2092	K07101: NO_NAME
K00334	109	2	2093	K00334: NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]
K00382	135	2	2094	K00382: dihydrolipoamide dehydrogenase [EC:1.8.1.4]
K02343	802	2	2095	K02343: DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
K02335	794	2	2096	K02335: DNA polymerase I [EC:2.7.7.7]
K02071	730	2	2097	K02071: D-methionine transport system ATP-binding protein
K00940	303	2	2098	K00940: nucleoside-diphosphate kinase [EC:2.7.4.6]
K03497	1169	2	2099	K03497: chromosome partitioning protein, ParB family
K03101	1056	2	2100	K03101: signal peptidase II [EC:3.4.23.36]
K03116	1061	2	2101	K03116: sec-independent protein translocase protein TatA
K03699	1292	2	2102	K03699: putative hemolysin
K01356	419	2	2103	K01356: repressor LexA
K01759	553	2	2104	K01759: lactoylglutathione lyase [EC:4.4.1.5]
K02015	684	2	2105	K02015: iron complex transport system permease protein
K02013	682	2	2106	K02013: iron complex transport system ATP-binding protein [EC:3.6.3.34]
K02016	685	2	2107	K02016: iron complex transport system substrate-binding protein
K03282	1100	2	2108	K03282: large conductance mechanosensitive channel, MscL family
K02503	870	2	2109	K02503: Hit-like protein involved in cell-cycle regulation
K01653	505	2	2110	K01653: acetolactate synthase I/III small subunit [EC:2.2.1.6]
K03704	1297	2	2111	K03704: cold shock protein (beta-ribbon, CspA family)
K02237	779	2	2112	K02237: competence protein ComEA
K03711	1303	2	2113	K03711: Fur family transcriptional regulator, ferric uptake regulator
K06180	1549	2	2114	K06180: ribosomal large subunit pseudouridine synthase D
K01586	474	2	2115	K01586: diaminopimelate decarboxylase [EC:4.1.1.20]
K01885	610	2	2116	K01885: glutamyl-tRNA synthetase [EC:6.1.1.17]
K03695	1289	2	2117	K03695: ATP-dependent Clp protease ATP-binding subunit ClpB
K06168	1544	2	2118	K06168: bifunctional enzyme involved in thiolation and methylation of tRNA
K02897	987	2	2119	K02897: large subunit ribosomal protein L25
K02945	1010	2	2120	K02945: small subunit ribosomal protein S1
K01647	502	2	2121	K01647: citrate synthase [EC:2.3.3.1]
K03470	1160	2	2122	K03470: ribonuclease HII [EC:3.1.26.4]
K00942	305	2	2123	K00942: guanylate kinase [EC:2.7.4.8]
K11754	2095	2	2124	K11754: dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]
K03589	1227	2	2125	K03589: cell division protein FtsQ
K03100	1055	2	2126	K03100: signal peptidase I [EC:3.4.21.89]
K03088	1051	2	2127	K03088: RNA polymerase sigma-70 factor, ECF subfamily
K01012	344	2	2128	K01012: biotin synthase [EC:2.8.1.6]
K03768	1325	2	2129	K03768: peptidyl-prolyl cis-trans isomerase B (cyclophilin B)
K05837	1505	2	2130	K05837: rod shape determining protein RodA
K03386	1131	2	2131	K03386: peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]
K14742	2191	2	2132	K14742: NO_NAME
K18979	2319	2	2133	K18979: NO_NAME
K07001	1641	2	2134	K07001: NO_NAME
K03786	1338	2	2135	K03786: 3-dehydroquinate dehydratase II [EC:4.2.1.10]
K00029	15	2	2136	K00029: malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K03498	1170	2	2137	K03498: trk system potassium uptake protein TrkH
K04094	1400	2	2138	K04094: glucose inhibited division protein Gid
K07456	1772	2	2139	K07456: DNA mismatch repair protein MutS2
K02793	938	2	2140	K02793: PTS system, mannose-specific IIA component [EC:2.7.1.191]
K05832	1503	2	2141	K05832: putative ABC transport system permease protein
K08974	1879	2	2142	K08974: putative membrane protein
K08968	1876	2	2143	K08968: L-methionine (R)-S-oxide reductase [EC:1.8.4.14]
K00603	180	2	2144	K00603: glutamate formiminotransferase [EC:2.1.2.5]
K00054	23	2	2145	K00054: hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]
K01823	584	2	2146	K01823: isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
K02036	701	2	2147	K02036: phosphate transport system ATP-binding protein [EC:3.6.3.27]
K00627	193	2	2148	K00627: pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
K02055	719	2	2149	K02055: putative spermidine/putrescine transport system substrate-binding protein
K10947	2044	2	2150	K10947: PadR family transcriptional regulator, regulatory protein PadR
K22278	2443	2	2151	K22278: NO_NAME
K05303	1446	2	2152	K05303: macrocin O-methyltransferase
K09799	1955	2	2153	K09799: hypothetical protein
K01141	368	2	2154	K01141: exodeoxyribonuclease I [EC:3.1.11.1]
K06884	1591	2	2155	K06884: NO_NAME
K07002	1642	2	2156	K07002: NO_NAME
K16302	2238	2	2157	K16302: NO_NAME
K22044	2436	2	2158	K22044: NO_NAME
K07652	1807	2	2159	K07652: two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
K02014	683	1	2160	K02014: iron complex outermembrane recepter protein
K03321	1119	1	2161	K03321: sulfate permease, SulP family
K06143	1540	1	2162	K06143: inner membrane protein
K02517	871	1	2163	K02517: Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]
K00390	139	1	2164	K00390: phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K08304	1856	1	2165	K08304: membrane-bound lytic murein transglycosylase A
K01414	423	1	2166	K01414: oligopeptidase A
K06189	1554	1	2167	K06189: magnesium and cobalt transporter
K05540	1466	1	2168	K05540: tRNA-dihydrouridine synthase B
K09924	1975	1	2169	K09924: hypothetical protein
K10804	2037	1	2170	K10804: acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]
K09794	1952	1	2171	K09794: hypothetical protein
K02806	948	1	2172	K02806: PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]
K06179	1548	1	2173	K06179: ribosomal large subunit pseudouridine synthase C
K09888	1971	1	2174	K09888: hypothetical protein
K03154	1072	1	2175	K03154: sulfur carrier protein
K16087	2227	1	2176	K16087: NO_NAME
K03182	1077	1	2177	K03182: 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]
K03149	1067	1	2178	K03149: thiazole synthase [EC:2.8.1.10]
K07488	1786	1	2179	K07488: transposase
K03795	1343	1	2180	K03795: sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
K02044	708	1	2181	K02044: phosphonate transport system substrate-binding protein
K00568	170	1	2182	K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K04782	1442	1	2183	K04782: isochorismate pyruvate lyase [EC:4.2.99.21]
K12340	2111	1	2184	K12340: outer membrane protein
K06020	1528	1	2185	K06020: sulfate-transporting ATPase
K05524	1463	1	2186	K05524: ferredoxin
K05952	1521	1	2187	K05952: hypothetical protein
K21739	2430	1	2188	K21739: NO_NAME
K01760	554	1	2189	K01760: cystathionine beta-lyase [EC:4.4.1.8]
K03676	1282	1	2190	K03676: glutaredoxin 3
K04082	1394	1	2191	K04082: molecular chaperone HscB
K08083	1840	1	2192	K08083: two-component system, LytT family, response regulator AlgR
K08305	1857	1	2193	K08305: membrane-bound lytic murein transglycosylase B
K03806	1349	1	2194	K03806: AmpD protein
K06182	1550	1	2195	K06182: ribosomal large subunit pseudouridine synthase F
K07234	1729	1	2196	K07234: uncharacterized protein involved in response to NO
K19416	2362	1	2197	K19416: NO_NAME
K07017	1650	1	2198	K07017: NO_NAME
K06190	1555	1	2199	K06190: intracellular septation protein
K01058	353	1	2200	K01058: phospholipase A1 [EC:3.1.1.32 3.1.1.4]
K18778	2308	1	2201	K18778: NO_NAME
K03673	1281	1	2202	K03673: thiol:disulfide interchange protein DsbA
K02670	919	1	2203	K02670: twitching motility protein PilU
K00311	100	1	2204	K00311: electron-transferring-flavoprotein dehydrogenase
K14682	2189	1	2205	K14682: amino-acid N-acetyltransferase [EC:2.3.1.1]
K02048	712	1	2206	K02048: sulfate transport system substrate-binding protein
K14393	2181	1	2207	K14393: NO_NAME
K04044	1382	1	2208	K04044: molecular chaperone HscA
K02676	921	1	2209	K02676: type IV pilus assembly protein PilZ
K08973	1878	1	2210	K08973: putative membrane protein
K04760	1434	1	2211	K04760: transcription elongation factor GreB
K05527	1464	1	2212	K05527: BolA protein
K00956	314	1	2213	K00956: sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
K00523	156	1	2214	K00523: CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]
K06923	1611	1	2215	K06923: NO_NAME
K02046	710	1	2216	K02046: sulfate transport system permease protein
K02047	711	1	2217	K02047: sulfate transport system permease protein
K06013	1527	1	2218	K06013: STE24 endopeptidase [EC:3.4.24.84]
K00459	154	1	2219	K00459: nitronate monooxygenase [EC:1.13.12.16]
K02204	769	1	2220	K02204: homoserine kinase type II [EC:2.7.1.39]
K07122	1700	1	2221	K07122: phospholipid transport system transporter-binding protein
K09159	1910	1	2222	K09159: hypothetical protein
K16868	2248	1	2223	K16868: NO_NAME
K03981	1375	1	2224	K03981: thiol:disulfide interchange protein DsbC
K02656	906	1	2225	K02656: type IV pilus assembly protein PilF
K06186	1552	1	2226	K06186: small protein A
K13634	2146	1	2227	K13634: NO_NAME
K03643	1263	1	2228	K03643: LPS-assembly lipoprotein
K01716	535	1	2229	K01716: 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
K06879	1588	1	2230	K06879: 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
K10763	2033	1	2231	K10763: DnaA-homolog protein
K03598	1234	1	2232	K03598: sigma-E factor negative regulatory protein RseB
K11604	2078	1	2233	K11604: manganese/iron transport system substrate-binding protein
K09974	1988	1	2234	K09974: hypothetical protein
K01161	376	1	2235	K01161: deoxyribonuclease (pyrimidine dimer)
K03746	1318	1	2236	K03746: DNA-binding protein H-NS
K09801	1957	1	2237	K09801: hypothetical protein
K05539	1465	1	2238	K05539: tRNA-dihydrouridine synthase A
K15539	2199	1	2239	K15539: NO_NAME
K01525	460	1	2240	K01525: bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
K02339	798	1	2241	K02339: DNA polymerase III subunit chi [EC:2.7.7.7]
K03611	1241	1	2242	K03611: disulfide bond formation protein DsbB
K03586	1224	1	2243	K03586: cell division protein FtsL
K07862	1838	1	2244	K07862: serine/threonine transporter
K02686	922	1	2245	K02686: primosomal replication protein N
K03772	1329	1	2246	K03772: FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
K19804	2376	1	2247	K19804: NO_NAME
K07287	1743	1	2248	K07287: lipoprotein-34
K00795	244	1	2249	K00795: farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
K00405	144	1	2250	K00405: cytochrome c oxidase cbb3-type subunit II
K02291	786	1	2251	K02291: phytoene synthase [EC:2.5.1.32]
K02495	865	1	2252	K02495: oxygen-independent coproporphyrinogen III oxidase [EC:1.3.99.22]
K03592	1229	1	2253	K03592: PmbA protein
K06183	1551	1	2254	K06183: ribosomal small subunit pseudouridine synthase A
K09005	1890	1	2255	K09005: hypothetical protein
K01420	425	1	2256	K01420: CRP/FNR family transcriptional regulator, anaerobic regulatory
K00407	146	1	2257	K00407: cytochrome c oxidase cbb3-type subunit IV
K09796	1954	1	2258	K09796: hypothetical protein
K00799	248	1	2259	K00799: glutathione S-transferase [EC:2.5.1.18]
K07152	1710	1	2260	K07152: NO_NAME
K16088	2228	1	2261	K16088: NO_NAME
K06867	1584	1	2262	K06867: NO_NAME
K10001	1992	1	2263	K10001: glutamate/aspartate transport system substrate-binding protein
K00412	148	1	2264	K00412: ubiquinol-cytochrome c reductase cytochrome b subunit
K00411	147	1	2265	K00411: ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K08738	1873	1	2266	K08738: cytochrome c
K00102	42	1	2267	K00102: D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K05564	1472	1	2268	K05564: multicomponent K+:H+ antiporter subunit G
K03821	1354	1	2269	K03821: polyhydroxyalkanoate synthase [EC:2.3.1.-]
K05563	1471	1	2270	K05563: multicomponent K+:H+ antiporter subunit F
K06945	1620	1	2271	K06945: NO_NAME
K13409	2135	1	2272	K13409: ATP-binding cassette, subfamily B, bacterial RaxB
K02462	855	1	2273	K02462: general secretion pathway protein M
K03366	1128	1	2274	K03366: meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]
K00404	143	1	2275	K00404: cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]
K00406	145	1	2276	K00406: cytochrome c oxidase cbb3-type subunit III
K05560	1468	1	2277	K05560: multicomponent K+:H+ antiporter subunit C
K10002	1993	1	2278	K10002: glutamate/aspartate transport system permease protein
K02305	789	1	2279	K02305: nitric oxide reductase subunit C
K08983	1882	1	2280	K08983: putative membrane protein
K19342	2359	1	2281	K19342: NO_NAME
K05559	1467	1	2282	K05559: multicomponent K+:H+ antiporter subunit A
K00427	152	1	2283	K00427: L-lactate permease
K05816	1501	1	2284	K05816: sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]
K19339	2356	1	2285	K19339: NO_NAME
K05561	1469	1	2286	K05561: multicomponent K+:H+ antiporter subunit D
K11712	2084	1	2287	K11712: two-component system, LuxR family, response regulator DctR
K19611	2366	1	2288	K19611: ferric enterobactin receptor
K03230	1087	1	2289	K03230: type III secretion protein V
K03835	1358	1	2290	K03835: tryptophan-specific transport protein
K05814	1499	1	2291	K05814: sn-glycerol 3-phosphate transport system permease protein
K19341	2358	1	2292	K19341: Cu-processing system permease protein
K05815	1500	1	2293	K05815: sn-glycerol 3-phosphate transport system permease protein
K01584	472	1	2294	K01584: arginine decarboxylase [EC:4.1.1.19]
K10004	1994	1	2295	K10004: glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]
K07659	1810	1	2296	K07659: two-component system, OmpR family, phosphate regulon response regulator OmpR
K00957	315	1	2297	K00957: sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
K00344	119	1	2298	K00344: NADPH2:quinone reductase
K00381	134	1	2299	K00381: sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K03656	1272	1	2300	K03656: ATP-dependent DNA helicase Rep
K01578	470	1	2301	K01578: malonyl-CoA decarboxylase [EC:4.1.1.9]
K07638	1804	1	2302	K07638: two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
K03760	1322	1	2303	K03760: lipid A ethanolaminephosphotransferase [EC:2.7.8.-]
K10764	2034	1	2304	K10764: O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]
K06916	1608	1	2305	K06916: NO_NAME
K04748	1425	1	2306	K04748: nitric-oxide reductase NorQ protein
K07218	1724	1	2307	K07218: nitrous oxidase accessory protein
K05562	1470	1	2308	K05562: multicomponent K+:H+ antiporter subunit E
K02164	758	1	2309	K02164: nitric-oxide reductase NorE protein
K00023	12	1	2310	K00023: acetoacetyl-CoA reductase [EC:1.1.1.36]
K05813	1498	1	2311	K05813: sn-glycerol 3-phosphate transport system substrate-binding protein
K11741	2090	1	2312	K11741: quaternary ammonium compound-resistance protein SugE
K03972	1368	1	2313	K03972: phage shock protein E
K07213	1722	1	2314	K07213: copper chaperone
K04751	1427	1	2315	K04751: nitrogen regulatory protein P-II 1
K02655	905	1	2316	K02655: type IV pilus assembly protein PilE
K00350	124	1	2317	K00350: Na+-transporting NADH:ubiquinone oxidoreductase subunit E
K09930	1977	1	2318	K09930: hypothetical protein
K02502	869	1	2319	K02502: ATP phosphoribosyltransferase regulatory subunit
K02000	669	1	2320	K02000: glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]
K02001	670	1	2321	K02001: glycine betaine/proline transport system permease protein
K02002	671	1	2322	K02002: glycine betaine/proline transport system substrate-binding protein
K16899	2253	1	2323	K16899: NO_NAME
K16898	2252	1	2324	K16898: NO_NAME
K06959	1624	1	2325	K06959: NO_NAME
K03666	1276	1	2326	K03666: host factor-I protein
K13628	2145	1	2327	K13628: NO_NAME
K03557	1202	1	2328	K03557: Fis family transcriptional regulator, factor for inversion
K00990	334	1	2329	K00990: [protein-PII] uridylyltransferase [EC:2.7.7.59]
K03153	1071	1	2330	K03153: glycine oxidase [EC:1.4.3.19]
K19340	2357	1	2331	K19340: Cu-processing system ATP-binding protein
K01070	355	1	2332	K01070: S-formylglutathione hydrolase [EC:3.1.2.12]
K02494	864	1	2333	K02494: outer membrane lipoprotein LolB
K03554	1199	1	2334	K03554: recombination associated protein RdgC
K18893	2311	1	2335	K18893: ATP-binding cassette, subfamily B, multidrug efflux pump
K07320	1750	1	2336	K07320: putative adenine-specific DNA-methyltransferase
K11719	2086	1	2337	K11719: lipopolysaccharide export system protein LptC
K13643	2148	1	2338	K13643: NO_NAME
K02045	709	1	2339	K02045: sulfate transport system ATP-binding protein [EC:3.6.3.25]
K00242	82	1	2340	K00242: succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K01920	628	1	2341	K01920: glutathione synthase [EC:6.3.2.3]
K04561	1412	1	2342	K04561: nitric oxide reductase subunit B [EC:1.7.2.5]
K00413	149	1	2343	K00413: ubiquinol-cytochrome c reductase cytochrome c1 subunit
K04755	1429	1	2344	K04755: ferredoxin, 2Fe-2S
K00351	125	1	2345	K00351: Na+-transporting NADH:ubiquinone oxidoreductase subunit F
K06202	1562	1	2346	K06202: CyaY protein
K07390	1757	1	2347	K07390: monothiol glutaredoxin
